index,feat_0,feat_1,feat_2,feat_3,feat_4,target
0,-3.568614778766622,-4.247130673848222,-8.365556872992286,-3.770145592663228,-1.724727680322079,0
1,4.87804147261747,1.9012649907970018,2.856006638365783,3.995735676386332,5.323132457074191,1
2,-7.364355467023807,0.4430609174176201,2.860837813357306,-2.888796097130861,-1.3719957137027157,0
3,1.3831793565531156,1.9816532259027142,3.2910794162101293,1.6611940960172529,3.6602962654720996,1
4,-3.3937833955890317,2.6106639453841054,0.7182636886543992,5.932726889100356,2.14568830733574,1
5,-0.24243925991279502,0.7916303043811979,-7.899171682911365,-4.364533179518245,-4.724271565693912,0
6,10.032166967901247,1.4668215825237216,2.8273577866232107,-2.831310718578883,-3.132553015134763,1
7,4.590183915714989,2.5774616462392568,0.6756770890534479,7.636278142997078,4.364280366976671,1
8,-2.440456046278788,0.20493058987925905,-5.018227648995396,-2.2307675896218244,-2.3366070025617915,0
9,2.590774926340016,4.900423548954521,3.8997868013140113,0.32055520224009904,3.6236493509383525,1
10,-2.4066562615983687,-2.8608632363106143,-1.3622997483777282,-1.7443572533131295,-7.046349290759517,0
11,-1.859955503751378,-3.3303600952690795,2.321640558331856,-4.889151458237151,-4.632057750120174,0
12,2.2108059102583684,5.543800367042687,4.093551065206347,3.394409743086464,6.357755644432394,1
13,-1.923824235179025,-8.730150661396463,-4.0603039491874995,-3.3597573016964457,-6.856859349182052,0
14,-2.1612247212121245,-2.0148438989451893,-1.9522192791053228,4.614250289798738,-5.327920803782988,0
15,0.2058454128336642,-5.652042765765764,1.874419283288117,-0.5813775964081369,-5.219345105610087,0
16,4.45177957019635,4.452704089868623,-0.11256162157157235,4.1592527480589325,-0.593159191360441,1
17,-3.956978449730059,-0.019978886388284156,-1.7726175955941164,-0.9385864019994913,3.170019242575629,0
18,-4.036927001670064,-1.0285045973397302,-5.790743755274015,-5.436064907660441,-0.05964992405117753,0
19,3.770973655923524,9.689254590699143,0.4271303673088198,3.169229607628661,4.377153191336772,1
20,3.434955385848716,4.986389376004885,-1.2056768915000642,4.047235428050223,3.651562602748706,1
21,-9.18331244714107,1.5173909356449269,-2.695523593831,-0.5095305721367573,-0.9100324270770686,0
22,4.601477176338726,-2.3224673297662504,1.774632541599443,-5.7087769149114,1.734448011112515,1
23,2.783431154323937,2.777010211778883,6.042437887362997,3.8330112837715333,10.812420363214082,1
24,3.7540979646409243,6.226086450445572,3.9786589570467408,5.9213252227834525,1.5463252894401243,1
